国文研書誌ID,公開時期,オープンデータ分類,書名（統一書名）,刊・写,原本請求記号,刊年・書写年,（西暦）,冊数等,(単位),Pages per Scan,Aspect,TitleHiragana,TitleRomanji,NrImages,Estimate
200019408,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２３１,文化３,1806,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,142,False
200019409,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２３２,文化３,1806,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,142,False
200019410,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２３３,文化４,1807,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,140,False
200019411,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２３４,文化４,1807,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,142,False
200019412,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２３５,文化５,1808,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,140,False
200019413,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２３６,文化６,1809,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,146,False
200019414,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２３７,文化７,1810,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,142,False
200019415,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２３８,文化９,1812,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,146,False
200019416,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２３９,文化９,1812,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,146,False
200019417,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２４０,文化１１,1814,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,156,False
200019418,H29.12,政治・法制,懐宝略武鑑,刊,ＭＹ－１２０１－２４１,文政６,1823,1,冊,1,Landscape,かいほうりゃくぶかん,kaihōryakubukan,22,False
200019419,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２４２,文政７,1824,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,146,False
200019420,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２４３,文政１２,1829,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,155,False
200019421,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－２４４,文政１３,1830,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,176,False
200019422,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２４５,天保７,1836,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,160,False
200019423,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２４６,天保８,1837,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,146,False
200019424,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２４７,天保８,1837,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,162,False
200019425,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２４８,天保９,1838,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,158,False
200019428,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－２５０,天保９,1838,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,170,False
200019429,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２５１,天保１１,1840,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,144,False
200019430,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２５２,天保１２,1841,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,146,False
200019431,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２５３,天保１２,1841,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,168,False
200019432,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２５４,天保１２,1841,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,166,False
200019434,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２５５,天保１３,1842,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,178,False
200019438,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２５６,天保１５,1844,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,164,False
200019439,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－２５７,天保１５,1844,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,198,False
200019441,H29.12,政治・法制,万世武鑑,刊,ＭＹ－１２０１－２５９,弘化３,1846,1,冊,1,Landscape,ばんせいぶかん,banseibukan,92,False
200019442,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２６０,弘化４,1847,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,164,False
200019443,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－２６１,弘化４,1847,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,188,False
200019444,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－２６２,嘉永２,1849,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,194,False
200019445,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２６３,嘉永３,1850,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,164,False
200019446,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－２６４,嘉永３,1850,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,188,False
200019448,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－２６５,嘉永３,1850,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,188,False
200019451,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２６６,嘉永４,1851,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,146,False
200019452,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２６７,嘉永５,1852,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,166,False
200019453,H29.12,政治・法制,万世武鑑,刊,ＭＹ－１２０１－２６８,嘉永５,1852,1,冊,1,Landscape,ばんせいぶかん,banseibukan,176,False
200019455,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２６９,嘉永７,1854,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,166,False
200019456,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－２７０,安政２,1855,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,180,False
200019458,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２７２,安政３,1856,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,166,False
200019459,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－２７３,安政３,1856,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,180,False
200019461,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２７４,安政４,1857,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019462,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２７５,安政４,1857,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,166,False
200019464,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２７６,安政５,1858,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019465,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２７７,安政５,1858,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,174,False
200019472,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２７８,安政５,1858,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,166,False
200019473,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２７８,安政５,1858,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,172,False
200019474,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２７８,安政５,1858,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,174,False
200019475,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２７８,安政５,1858,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,174,False
200019476,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２７８,安政５,1858,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,166,False
200019477,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２７９,安政５,1858,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,166,False
200019478,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８０,安政５,1858,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,164,False
200019479,H29.12,政治・法制,懐宝略武鑑,刊,ＭＹ－１２０１－２８１,安政５,1858,1,冊,1,Landscape,かいほうりゃくぶかん,kaihōryakubukan,22,False
200019480,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－２８２,安政５,1858,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,186,False
200019481,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８３,安政６,1859,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,172,False
200019483,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８４,安政７,1860,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,170,False
200019484,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８４,安政７,1860,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,170,False
200019485,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８４,万延１,1860,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,172,False
200019486,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８５,万延１,1860,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,170,False
200019488,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８６,万延２,1861,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,172,False
200019489,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８６,万延２,1861,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,172,False
200019490,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８６,文久１,1861,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,172,False
200019491,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８６,文久１,1861,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,170,False
200019492,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８６,文久１,1861,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,170,False
200019493,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８６,文久１,1861,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,170,False
200019494,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８６,文久１,1861,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,176,False
200019495,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８６,文久１,1861,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,178,False
200019497,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８７,文久１,1861,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,178,False
200019499,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８７,文久１,1861,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,178,False
200019500,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８７,文久１,1861,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,178,False
200019501,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－２８８,文久１,1861,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,184,False
200019503,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８９,文久２,1862,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,180,False
200019504,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８９,文久２,1862,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,184,False
200019505,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８９,文久２,1862,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,184,False
200019506,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２８９,文久２,1862,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,184,False
200019508,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９０,文久２,1862,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,184,False
200019509,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２９１,文久３,1863,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019512,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９２,文久３,1863,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,176,False
200019513,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９２,文久３,1863,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,176,False
200019514,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９２,文久３,1863,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,179,False
200019515,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９２,文久３,1863,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,180,False
200019516,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９２,文久３,1863,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,180,False
200019517,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９２,文久３,1863,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,180,False
200019519,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９２,文久３,1863,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,182,False
200019520,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９２,文久３,1863,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,182,False
200019521,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９３,文久３,1863,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,178,False
200019525,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２９４,文久４,1864,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019526,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９４,文久４,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,184,False
200019527,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２９４,文久４,1864,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019528,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９４,文久４,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,184,False
200019529,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９４,元治１,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,184,False
200019533,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２９６,元治１,1864,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019535,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９７,元治１,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,178,False
200019536,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９７,元治１,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,178,False
200019537,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９７,元治１,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,178,False
200019538,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２９７,元治１,1864,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019541,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２９８,元治１,1864,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019542,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９８,元治１,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,176,False
200019543,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２９８,元治１,1864,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019544,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９８,元治１,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,180,False
200019545,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２９８,元治１,1864,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019546,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９８,元治１,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,180,False
200019548,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２９９,元治１,1864,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019549,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９９,元治１,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,186,False
200019550,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２９９,元治１,1864,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019551,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９９,元治１,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,186,False
200019552,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－２９９,元治１,1864,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019553,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－２９９,元治１,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,186,False
200019554,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３００,元治１,1864,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,186,False
200019556,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０１,元治２,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019557,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０１,元治２,1865,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,192,False
200019558,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０１,元治２,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,154,False
200019559,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０１,元治２,1865,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,192,False
200019560,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０１,元治２,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019561,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０１,元治２,1865,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,194,False
200019565,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０２,慶応１,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019566,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０２,慶応１,1865,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,190,False
200019568,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０２,慶応１,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,162,False
200019569,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０２,慶応１,1865,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,190,False
200019570,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０２,慶応１,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019571,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０２,慶応１,1865,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,190,False
200019572,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０２,慶応１,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019573,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０２,慶応１,1865,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,190,False
200019576,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０３,慶応１,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019578,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０３,慶応１,1865,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,188,False
200019579,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０３,慶応１,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019580,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０３,慶応１,1865,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,190,False
200019581,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０３,慶応１,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019583,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３０３,慶応１,1865,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,188,False
200019585,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０４,慶応１,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019586,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３０４,慶応１,1865,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019587,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０４,慶応１,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019588,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３０４,慶応１,1865,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019589,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０４,慶応１,1865,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019590,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３０４,慶応１,1865,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019592,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３０５,慶応２,1866,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019593,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０５,慶応２,1866,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019594,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０５,慶応２,1866,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019595,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３０５,慶応２,1866,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019596,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０５,慶応２,1866,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,156,False
200019597,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３０５,慶応２,1866,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019599,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０６,慶応２,1866,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,157,False
200019600,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０６,慶応２,1866,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,192,False
200019601,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０６,慶応２,1866,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,153,False
200019602,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０６,慶応２,1866,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,194,False
200019604,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０６,慶応２,1866,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,153,False
200019605,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０６,慶応２,1866,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,194,False
200019607,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０７,慶応２,1866,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,153,False
200019608,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０７,慶応２,1866,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,192,False
200019609,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０７,慶応２,1866,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,153,False
200019610,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０７,慶応２,1866,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,194,False
200019611,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０７,慶応２,1866,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,153,False
200019612,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３０７,慶応２,1866,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,192,False
200019616,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０８,慶応２,1866,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019617,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３０８,慶応２,1866,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,192,False
200019618,H29.12,政治・法制,万世武鑑,刊,ＭＹ－１２０１－３０８,慶応２,1866,1,冊,1,Landscape,ばんせいぶかん,banseibukan,180,False
200019619,H29.12,政治・法制,有司武鑑,刊,ＭＹ－１２０１－３０８,慶応２,1866,1,冊,1,Landscape,ゆうしぶかん,yūshibukan,194,False
200019620,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３０８,慶応２,1866,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
200019621,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３０８,慶応２,1866,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,194,False
200019622,H29.12,政治・法制,袖玉武鑑,刊,ＭＹ－１２０１－３０９,慶応２,1866,1,冊,1,Landscape,しゅうぎょくぶかん,shūgyokubukan,190,False
200019624,H29.12,政治・法制,袖珍武鑑,刊,ＭＹ－１２０１－３１０,慶応３,1867,1,冊,1,Landscape,しゅうちんぶかん,shūchinbukan,152,False
